id,year,month,day,hour,obs_datetime,season_type,temperature,humidity,precipitation,wind_speed,pressure,hourly_flood_risk,created_at
3601,2023,5,1,0,2023-05-01 00:00:00,rainy,12.1,87.0,0.0,2.8,1001.3,0,2025-06-30 14:42:15
3602,2023,5,1,1,2023-05-01 01:00:00,rainy,11.6,88.0,0.0,2.9,1001.7,0,2025-06-30 14:42:15
3603,2023,5,1,2,2023-05-01 02:00:00,rainy,11.0,90.0,0.0,2.3,1001.5,0,2025-06-30 14:42:15
3604,2023,5,1,3,2023-05-01 03:00:00,rainy,10.8,91.0,0.0,1.9,1001.9,0,2025-06-30 14:42:15
3605,2023,5,1,4,2023-05-01 04:00:00,rainy,10.4,92.0,0.0,2.2,1002.2,0,2025-06-30 14:42:15
3606,2023,5,1,5,2023-05-01 05:00:00,rainy,10.1,91.0,0.0,2.4,1002.7,0,2025-06-30 14:42:15
3607,2023,5,1,6,2023-05-01 06:00:00,rainy,9.9,92.0,0.0,2.3,1003.6,0,2025-06-30 14:42:15
3608,2023,5,1,7,2023-05-01 07:00:00,rainy,10.1,91.0,0.0,2.0,1004.3,0,2025-06-30 14:42:15
3609,2023,5,1,8,2023-05-01 08:00:00,rainy,11.2,85.0,0.0,1.4,1005.4,0,2025-06-30 14:42:15
3610,2023,5,1,9,2023-05-01 09:00:00,rainy,13.1,76.0,0.0,1.9,1006.4,0,2025-06-30 14:42:15
3611,2023,5,1,10,2023-05-01 10:00:00,rainy,14.8,65.0,0.0,1.9,1007.0,0,2025-06-30 14:42:15
3612,2023,5,1,11,2023-05-01 11:00:00,rainy,16.5,51.0,0.0,3.2,1007.3,0,2025-06-30 14:42:15
3613,2023,5,1,12,2023-05-01 12:00:00,rainy,17.7,36.0,0.0,3.9,1007.7,0,2025-06-30 14:42:15
3614,2023,5,1,13,2023-05-01 13:00:00,rainy,18.0,37.0,0.0,4.2,1007.6,0,2025-06-30 14:42:15
3615,2023,5,1,14,2023-05-01 14:00:00,rainy,19.1,33.0,0.0,3.9,1007.1,0,2025-06-30 14:42:15
3616,2023,5,1,15,2023-05-01 15:00:00,rainy,19.9,33.0,0.0,2.9,1006.7,0,2025-06-30 14:42:15
3617,2023,5,1,16,2023-05-01 16:00:00,rainy,20.6,34.0,0.0,2.2,1006.4,0,2025-06-30 14:42:15
3618,2023,5,1,17,2023-05-01 17:00:00,rainy,20.2,28.0,0.0,3.7,1006.8,0,2025-06-30 14:42:15
3619,2023,5,1,18,2023-05-01 18:00:00,rainy,19.1,32.0,0.0,3.1,1007.1,0,2025-06-30 14:42:15
3620,2023,5,1,19,2023-05-01 19:00:00,rainy,17.5,40.0,0.0,2.6,1007.4,0,2025-06-30 14:42:15
3621,2023,5,1,20,2023-05-01 20:00:00,rainy,15.6,43.0,0.0,1.7,1008.2,0,2025-06-30 14:42:15
3622,2023,5,1,21,2023-05-01 21:00:00,rainy,14.1,46.0,0.0,2.1,1009.1,0,2025-06-30 14:42:15
3623,2023,5,1,22,2023-05-01 22:00:00,rainy,13.4,48.0,0.0,2.2,1010.1,0,2025-06-30 14:42:15
3624,2023,5,1,23,2023-05-01 23:00:00,rainy,12.9,47.0,0.0,0.9,1010.0,0,2025-06-30 14:42:15
3625,2023,5,2,0,2023-05-02 00:00:00,rainy,12.0,50.0,0.0,0.7,1010.7,0,2025-06-30 14:42:16
3626,2023,5,2,1,2023-05-02 01:00:00,rainy,11.3,53.0,0.0,1.8,1010.7,0,2025-06-30 14:42:16
3627,2023,5,2,2,2023-05-02 02:00:00,rainy,10.6,52.0,0.0,1.5,1010.3,0,2025-06-30 14:42:16
3628,2023,5,2,3,2023-05-02 03:00:00,rainy,10.0,57.0,0.0,1.9,1010.3,0,2025-06-30 14:42:16
3629,2023,5,2,4,2023-05-02 04:00:00,rainy,9.7,60.0,0.0,2.2,1010.9,0,2025-06-30 14:42:16
3630,2023,5,2,5,2023-05-02 05:00:00,rainy,9.2,62.0,0.0,2.7,1011.3,0,2025-06-30 14:42:16
3631,2023,5,2,6,2023-05-02 06:00:00,rainy,9.4,60.0,0.0,2.4,1011.7,0,2025-06-30 14:42:16
3632,2023,5,2,7,2023-05-02 07:00:00,rainy,10.3,57.0,0.0,2.6,1012.2,0,2025-06-30 14:42:16
3633,2023,5,2,8,2023-05-02 08:00:00,rainy,12.8,52.0,0.0,2.6,1012.8,0,2025-06-30 14:42:16
3634,2023,5,2,9,2023-05-02 09:00:00,rainy,15.2,45.0,0.0,2.8,1013.2,0,2025-06-30 14:42:16
3635,2023,5,2,10,2023-05-02 10:00:00,rainy,17.7,42.0,0.0,2.4,1013.4,0,2025-06-30 14:42:16
3636,2023,5,2,11,2023-05-02 11:00:00,rainy,19.6,37.0,0.0,1.4,1013.6,0,2025-06-30 14:42:16
3637,2023,5,2,12,2023-05-02 12:00:00,rainy,20.8,32.0,0.0,2.3,1013.2,0,2025-06-30 14:42:16
3638,2023,5,2,13,2023-05-02 13:00:00,rainy,22.6,28.0,0.0,2.2,1012.6,0,2025-06-30 14:42:16
3639,2023,5,2,14,2023-05-02 14:00:00,rainy,23.4,22.0,0.0,3.1,1012.0,0,2025-06-30 14:42:16
3640,2023,5,2,15,2023-05-02 15:00:00,rainy,23.3,23.0,0.0,2.7,1011.2,0,2025-06-30 14:42:16
3641,2023,5,2,16,2023-05-02 16:00:00,rainy,23.5,25.0,0.0,2.6,1010.6,0,2025-06-30 14:42:16
3642,2023,5,2,17,2023-05-02 17:00:00,rainy,23.4,25.0,0.0,3.2,1010.4,0,2025-06-30 14:42:16
3643,2023,5,2,18,2023-05-02 18:00:00,rainy,22.2,28.0,0.0,2.8,1010.4,0,2025-06-30 14:42:16
3644,2023,5,2,19,2023-05-02 19:00:00,rainy,20.8,32.0,0.0,3.1,1010.2,0,2025-06-30 14:42:16
3645,2023,5,2,20,2023-05-02 20:00:00,rainy,18.7,39.0,0.0,2.4,1010.7,0,2025-06-30 14:42:16
3646,2023,5,2,21,2023-05-02 21:00:00,rainy,17.4,38.0,0.0,1.7,1011.2,0,2025-06-30 14:42:16
3647,2023,5,2,22,2023-05-02 22:00:00,rainy,16.6,38.0,0.0,1.1,1012.0,0,2025-06-30 14:42:16
3648,2023,5,2,23,2023-05-02 23:00:00,rainy,16.2,40.0,0.0,1.0,1012.1,0,2025-06-30 14:42:16
3649,2023,5,3,0,2023-05-03 00:00:00,rainy,15.4,41.0,0.0,1.3,1012.0,0,2025-06-30 14:42:18
3650,2023,5,3,1,2023-05-03 01:00:00,rainy,15.2,46.0,0.0,1.2,1011.6,0,2025-06-30 14:42:18
3651,2023,5,3,2,2023-05-03 02:00:00,rainy,14.8,48.0,0.0,0.4,1011.7,0,2025-06-30 14:42:18
3652,2023,5,3,3,2023-05-03 03:00:00,rainy,14.4,53.0,0.0,0.6,1011.6,0,2025-06-30 14:42:18
3653,2023,5,3,4,2023-05-03 04:00:00,rainy,13.8,54.0,0.0,0.7,1011.6,0,2025-06-30 14:42:18
3654,2023,5,3,5,2023-05-03 05:00:00,rainy,13.4,56.0,0.0,1.2,1011.4,0,2025-06-30 14:42:18
3655,2023,5,3,6,2023-05-03 06:00:00,rainy,12.8,62.0,0.0,1.5,1011.4,0,2025-06-30 14:42:18
3656,2023,5,3,7,2023-05-03 07:00:00,rainy,12.7,60.0,0.0,0.7,1011.7,0,2025-06-30 14:42:18
3657,2023,5,3,8,2023-05-03 08:00:00,rainy,16.0,52.0,0.0,1.7,1011.8,0,2025-06-30 14:42:18
3658,2023,5,3,9,2023-05-03 09:00:00,rainy,18.8,45.0,0.0,1.7,1011.7,0,2025-06-30 14:42:18
3659,2023,5,3,10,2023-05-03 10:00:00,rainy,20.9,38.0,0.0,1.6,1011.6,0,2025-06-30 14:42:18
3660,2023,5,3,11,2023-05-03 11:00:00,rainy,22.0,36.0,0.0,2.0,1011.4,0,2025-06-30 14:42:18
3661,2023,5,3,12,2023-05-03 12:00:00,rainy,23.3,32.0,0.0,1.4,1010.8,0,2025-06-30 14:42:18
3662,2023,5,3,13,2023-05-03 13:00:00,rainy,24.7,30.0,0.0,2.7,1010.1,0,2025-06-30 14:42:18
3663,2023,5,3,14,2023-05-03 14:00:00,rainy,25.3,24.0,0.0,3.1,1009.4,0,2025-06-30 14:42:18
3664,2023,5,3,15,2023-05-03 15:00:00,rainy,25.9,28.0,0.0,3.1,1008.6,0,2025-06-30 14:42:18
3665,2023,5,3,16,2023-05-03 16:00:00,rainy,25.1,40.0,0.0,3.0,1008.2,0,2025-06-30 14:42:18
3666,2023,5,3,17,2023-05-03 17:00:00,rainy,24.1,46.0,0.0,3.5,1008.1,0,2025-06-30 14:42:18
3667,2023,5,3,18,2023-05-03 18:00:00,rainy,22.7,53.0,0.0,3.8,1008.3,0,2025-06-30 14:42:18
3668,2023,5,3,19,2023-05-03 19:00:00,rainy,21.1,63.0,0.0,3.9,1008.3,0,2025-06-30 14:42:18
3669,2023,5,3,20,2023-05-03 20:00:00,rainy,20.3,67.0,0.0,3.1,1008.7,0,2025-06-30 14:42:18
3670,2023,5,3,21,2023-05-03 21:00:00,rainy,19.7,71.0,0.0,2.1,1009.4,0,2025-06-30 14:42:18
3671,2023,5,3,22,2023-05-03 22:00:00,rainy,19.1,72.0,0.0,1.7,1009.7,0,2025-06-30 14:42:18
3672,2023,5,3,23,2023-05-03 23:00:00,rainy,18.5,73.0,0.0,1.2,1009.3,0,2025-06-30 14:42:18
3673,2023,5,4,0,2023-05-04 00:00:00,rainy,18.1,76.0,0.0,2.0,1009.2,0,2025-06-30 14:42:19
3674,2023,5,4,1,2023-05-04 01:00:00,rainy,18.0,78.0,0.0,1.9,1009.1,0,2025-06-30 14:42:19
3675,2023,5,4,2,2023-05-04 02:00:00,rainy,17.6,78.0,0.0,0.0,1008.3,0,2025-06-30 14:42:19
3676,2023,5,4,3,2023-05-04 03:00:00,rainy,16.8,81.0,0.0,1.2,1007.8,0,2025-06-30 14:42:19
3677,2023,5,4,4,2023-05-04 04:00:00,rainy,16.1,81.0,0.0,1.5,1007.5,0,2025-06-30 14:42:19
3678,2023,5,4,5,2023-05-04 05:00:00,rainy,16.0,83.0,0.0,1.9,1006.8,0,2025-06-30 14:42:19
3679,2023,5,4,6,2023-05-04 06:00:00,rainy,15.6,85.0,0.0,1.7,1006.7,0,2025-06-30 14:42:19
3680,2023,5,4,7,2023-05-04 07:00:00,rainy,16.2,86.0,0.0,2.1,1006.9,0,2025-06-30 14:42:19
3681,2023,5,4,8,2023-05-04 08:00:00,rainy,18.0,79.0,0.0,2.2,1006.9,0,2025-06-30 14:42:19
3682,2023,5,4,9,2023-05-04 09:00:00,rainy,19.8,72.0,0.0,2.7,1006.2,0,2025-06-30 14:42:19
3683,2023,5,4,10,2023-05-04 10:00:00,rainy,20.8,67.0,0.0,2.6,1005.6,0,2025-06-30 14:42:19
3684,2023,5,4,11,2023-05-04 11:00:00,rainy,22.2,64.0,0.0,2.7,1005.3,0,2025-06-30 14:42:19
3685,2023,5,4,12,2023-05-04 12:00:00,rainy,23.3,58.0,0.0,2.7,1003.9,0,2025-06-30 14:42:19
3686,2023,5,4,13,2023-05-04 13:00:00,rainy,24.6,55.0,0.0,2.2,1002.6,0,2025-06-30 14:42:19
3687,2023,5,4,14,2023-05-04 14:00:00,rainy,25.4,52.0,0.0,2.4,1001.2,0,2025-06-30 14:42:19
3688,2023,5,4,15,2023-05-04 15:00:00,rainy,25.6,51.0,0.0,1.8,1000.4,0,2025-06-30 14:42:19
3689,2023,5,4,16,2023-05-04 16:00:00,rainy,25.5,52.0,0.0,1.1,999.6,0,2025-06-30 14:42:19
